Región,País,Ciudad,Nombre,Ubicación,Tipo,Calificación,Precio,Foto URL
Norteamerica,Estados Unidos,New York,Comedy Cellar,"{'lat': 40.7302002, 'lng': -74.0005639}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpS3Z5xDgDG_Ue40mR5H4wKe4nXiIkWNSECB-GyMljiSm8TPLKnOJx8minTncPpysIA825G5cztRurOqwEug6Y2UwDPnF-73zuRmpQPr-oig3_FQlZaklWVCN6uPRLsWZzIgV4gEHJtihlUWX7YNbEOniKNsu4rR_0JzCmv6Tc8YmcE&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,New Museum,"{'lat': 40.7223376, 'lng': -73.9928905}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.2,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWozu_u3B5p9UyR0Jomix4mSO993sLP3ehkVhyjgL0euqkFGkyaomTlsgXYbju3yE78E9s5axpTOQSHveKNaqv3XPPq3nPTUtkLywSH4iGzsY8fcHbE5AfeXQOteBk2KFImVloFdWp6aHMzeclCV-88tC3h1kzGSPwoxdYtrXUTFxbki&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,Flushing Meadows Corona Park,"{'lat': 40.7400625, 'lng': -73.8406875}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoeoj0hWPf48h1IXeaV_85yVHwlFZdJsjUvR9FaXWiPE00mImYCmWZBPEcVY8-SjS7kILrhtAssGhjUZhyqEfKKS_qQc_wP5_yk7zOuuyL3HudIizhgM6Ovi-hp0xmjFWtBodEhGZBC0P2wZ1GMQa4I00QJEU-7MmyPFCq6PJ3pw1GC&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,The Morgan Library & Museum,"{'lat': 40.7492258, 'lng': -73.9813971}","['museum', 'tourist_attraction', 'library', 'point_of_interest', 'establishment']",4.7,2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqz2huer91eyGnSc28HApGJYkCbHNlr4VC_puLcHs0mhbFjkjVPDy5OsmGR01WfzRchMHF819XbMalafe4BBUAPGrETRlmYZJANQpc3Syzq4UrCub-dho7LrMYwfMAhmT4_2H7g4z4ptarY4qQ3KVjyU5Pc5KDLPTGF54xuesotuCxc&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,The Mercury Lounge,"{'lat': 40.72216760000001, 'lng': -73.9867459}","['tourist_attraction', 'night_club', 'bar', 'point_of_interest', 'establishment']",4.5,2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoFvBS5koeucOVEvTM7icqB_ncTU996QVHMExH_sLRPGtrblMx82DS9VXWrIDFbyNzsv_QfyMD3MbOL5sxFBaLS7lSG8VVeu_iIBarWtZifYkZPQXDkzuv0gTG9sWNI4w1FTBRVOvAve5F9agkMT5nMe8fVcRI1shdIN3lK8DaKUa0m&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,Deutsche Bank Center,"{'lat': 40.76850679999999, 'lng': -73.9831349}","['landmark', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpGAFJkdlK6rtUEa9U_609PR1qv3evjNR8Al5juh-1345smtbHee8hCqF9dEuzvwqQKjPt1ajSExYcO9S6hyqJr1_zYWWbS5x3UXPTFZq8P-kWn0IhqgH3X9i_yEeyiUotlPRzhwp2ql1D9yYp5K3EzeIzgl6cH4K1BolfStpgWjlug&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,Tenement Museum,"{'lat': 40.71881799999999, 'lng': -73.9900876}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoK_wxwtdBJBfxLd69M9xQ1djxIefufjqVjbGuvhsJ3be3yYA2Ffz2NFfTzMJF0v0XZ3rtoCqAMiJcLK8fmzNo0HXhpxFNGUjCSTO4R1o4PyhqM5zb8VbkQRb5ZgtHlZVv3xFk23QF0BObJOkiJHJG7b3k084v0AjwnME07do79x7Eg&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,Museum of the Moving Image,"{'lat': 40.7563454, 'lng': -73.9239496}","['museum', 'tourist_attraction', 'movie_theater', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpf7px0FKLXy0J_BL2dXb2Oto4Y9-zKco3tQQYMRxGl55-kRxbg9iahrJD9ZF0Q8v_ww392IDe_MbuCWDy8NGWaUK7xcZWFlrUeJJZXDlmk9sFFI6vaPkMH05YxQ5ws9d9U1OJvGNb2jbr-lMU8pakiEWr0VEOKKPogsL423VzQgDVs&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,Pier 54,"{'lat': 40.7415481, 'lng': -74.00997389999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoLbHjUZuVvl3C4e0jUScRzOFp2ZOVhVK7IKfOXuVNWSoiwnS6TJPswtvql4EAY0GlzCLqyMsIkLJcT-nwfucS8BGnsGBdzdYkepkxZXD-FFs6dBOKH8T1VtlUA5M2M0WFKw6Kue6RkN9EjwhDos4U40baaWd3wbU_dVabh0YSTaKNL&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,New York,New-York Historical Society,"{'lat': 40.77934870000001, 'lng': -73.9739079}","['museum', 'tourist_attraction', 'library', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWp2Rs4HMzmMdgpGjriG1c9podHUmrlCkdTtGpliBFlKEJFOPAvj-1Bm2cvvLROgjK8wfVolzGDB5FZeF0PxZgzYDD5I6s0lNYU0nyeOUJERFsK0_MLRklsOnwan1rkWvAdjzU-I1CyPXvdnobh9-4vTg0VP5faKnxV3Pz-I5A542Euh&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,San Antonio Winery,"{'lat': 34.0637293, 'lng': -118.223954}","['tourist_attraction', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.7,1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpmRzDs8ruGCldufWdjTiCtZXzv7exspfv9y2Sqg6Z_u_Ccge1zoHNAExhTsQ3HP67gKq12Hbd23cJBs62gQR9HnlJH5-PlfHJZitr5cBQdtbKMI25PLUOKuxmAizsrMnK_UGB7YlJIvmFFFje2xgGIeFVmFRZkiGhcZDRJIkhVfnt7&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Queen Mary,"{'lat': 33.7526356, 'lng': -118.1903235}","['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",4.4,2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqu7JCUZ1PQprI_94nZPGKf_1yc_JWm7DOozGPMcKcK4tIEk4HgAFufyGWakW1iB3BMQYE-jhQiF0mn087poTz6dsjTrUlQrFqQHi-EYKCjklC_7zQ0yBJnOcjY1Kbin5H5xRZ-Cwm6qAv02KuORjzZPDBhP9GeNPl8a7t3yFAyWfD6&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Universal Studios Hollywood,"{'lat': 34.1370713, 'lng': -118.3533061}","['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpzxK48Zh-2HBAlyT7newi6nGKNtGy89yhNPcF23KyAQ8cxgQCSTGDKxk-wmaH_LxrNxXv-Fgocksfp5YrtlZ5Tfu2vaX_SX-FWGsYBD-Y4oZ0mYD733XKcslCAGyKihhuaWPFXEX56T56HBv3O2Ki6qnHONLwyQ1-gYQJyIXKcbpHn&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Los Angeles County Museum of Art,"{'lat': 34.0639323, 'lng': -118.3592293}","['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqDOKEyhAyu8Zz9ABitv1Nf25_bVPPL04X43MMtI23oT_bIrxgnYFrnrhXw8km1OdZi28PI6Cd2HCD72c521WBAovR9BmrqMIdtCQypIhSfXXV5uzp-9zI_M5uEQTsGc6Va9uD8vfYkA8RSQaoC4pPe7Wsv2yPvdIdtqVfcmVVxYShC&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Greek Theatre,"{'lat': 34.1195315, 'lng': -118.2962896}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoUQAzA4tCOlhpRFCgc0e7a9eefqQf0jMw-cv_mcawiZ_O5EQMfse4jMZqs7EzT7nmrip4v7cpqOQWVw3EjvRyE_JUPK_LzV_BUcmOxtKnRkDD7TZ6DYX5w5lM42-VLbhL_P044UcHfQb7KEX_vOKb2wH1I4IzT4Bp050zlLRURIL1u&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Hollywood Sign,"{'lat': 34.1341151, 'lng': -118.3215482}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoF57OSGqkbDaBsnxkZKVq9ViRSb54ToS_jy9qOY84Q5m-DITzqqdsOJHx3HQAg6pFF2RO8sbi9TF8NfXz73oiBnj5Z5BF00viRo2a2mGNsgded0lXmaZjuKKXLV-_dvDlA0eoBK6cASzB8MqYunzoEWAAOITAxH4gN3slnI1MowXs3&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Griffith Observatory,"{'lat': 34.1184341, 'lng': -118.3003935}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqowt7Xfbn57ZqQFwc3GTcbc17PK61REqb9NH3XQM9khmlbDulxmO2ZzCbzMCzJOL0i4S5HpNogPWJfxHOtHaB0xuSphcNmL3JRaVcJ8qxRtY-p_X_OKfM4pciNo-YTdFrX_BMsf3fnsHxhx06WjkZWh-tzOuKAm3AdZKVv9VyokeCZ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,California Science Center,"{'lat': 34.0159905, 'lng': -118.2861447}","['tourist_attraction', 'movie_theater', 'museum', 'point_of_interest', 'store', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWp0k_S2zKpm7mmAdBEul1f3H_MhTjvfeP3--fYsxBxVL1QQlQhXhli4PxZa7qIO0Uf0Y3GTEDXJ4GfTugbQOrgBncf7TdUjzIrnY2BcB_dnd6H7UPcG4vrxSiCs0mXUfbFH-0u10Bz_L71BQ5Q4GWrUoyNc_avn4G61k5ru-VhU-x9p&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Getty,"{'lat': 34.0773438, 'lng': -118.4732648}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWojioLNS7_I7yoQrQvsviGO7txxDYm_npy1DOLlvuJ0ok4MrOAYQphCkXtB64cLqbiJwEdmMh0PUzwd-IES1pVpxPPsOPNrJ4trqHSYLlGr5B2USbxsEbgE6_S-aW3Ex4Lml5MJaXagU-SeWrh98VAvHkc3nMzURaq_FUqqEJE8Kna_&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Dolby Theatre,"{'lat': 34.1026919, 'lng': -118.3404156}","['tourist_attraction', 'movie_theater', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpQS0i-pDQ6LWcQr-gEKNLXYrPUNSX0csfv0xuG2WaoAt8LwFywnrHJ7l36LiUPUEFnZyPWtAFYQPIJP-Sg1p3AeFlF9SS52bv0B422EBcjBn2Z-_z3cLXsUZxIFy_shsD8ozgurK3pTP8a8jBJff38dpVccAiB-AcZgiVucQ10pS0e&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Walt Disney Concert Hall,"{'lat': 34.0553454, 'lng': -118.249845}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrWcBjGHOx4c7SgB78J_FOKgu14-AzRic8zwy-zNYJ32Evv5Y18r4CO-p2u0nTS59nLBu_n-MuOnQ8aP6MfGS-hyaBOD0kJCmsMRm7fk3-kv2IHfYk-Tf5BcGdMgeK-uJFu5-YON6sAFG2L4tCyPFepvj-0IyN-TsZbjZ8boO7DS9RP&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Hollywood Bowl,"{'lat': 34.112224, 'lng': -118.3391279}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWr3W_VJ7is3b5j7qMEni8bvlAXlxkSmWF9GUlCBCEOep5JQqVZFUPP8iklwbmK9PTsF1OvLkvcS0_290fGP9IRJrb31SVMkRSldpMfSQ7gyI0xdAckbYu83z45GvF49sLV60GK0T2NCydMZTlj0hNw2yjsOhnmXjCVubqO09373IpCc&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Knott's Berry Farm,"{'lat': 33.8443038, 'lng': -118.0002265}","['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqKjdP5kFhRw5oJNE7oT3JwCRVAD5Dqx5M_kCusSNCM8ZzO044aLTCARP39eAohrXVtiOkyQ4c6ljo3KAu-UbkNek8UI7THOmtZ9XAt6GarC9B_yHC_dm6KXN4V3kcjkOXgQ4A87j96ngvIW0Wm53SZtNdWUzLQCXG2Wav1X5BfZIk&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Aquarium of the Pacific,"{'lat': 33.7619735, 'lng': -118.1969738}","['aquarium', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrfdPpsPLsdM470Q5t9zJEM975_UnXvMN940lzmbhmD-bXcVDqXKnY5X6XNDPBAXokjSw1p4wRYHVLzxv6YjyGK7LdP3WTKhGzv2J23X9h2kK2z4l0pGusyy0uGAPWCWJH_U0sDaTunT6l7UJC1Rl_hmKftkuy26cTsJT2h6tqvVelk&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Rose Bowl Stadium,"{'lat': 34.1613284, 'lng': -118.1676462}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoDa81_TYuz8s7dw6cE-edQp0zzfBMHOiv-w06np7oRXyUB9r4XoaD8uY01yodZ8EhWnyzcL3mN0DSlh7tUXrK1X8D3F3A00RP6NKLr9PGgbVZKelyMi4JukXgAODKdahaqE62plJBWKIHYb-gK-7YrVq8zU95w0Qx4rd91Bg4ILihW&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,La Brea Tar Pits and Museum,"{'lat': 34.06388, 'lng': -118.356445}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpfJ54pUTQBm4tkQmquFHINYsnap3J37f6D6iNxeS_nmiHGwCLq14ZHt0VKXqRRbcYwydL4qDlsWfUFTdQ-4ipX78jkmkuJiJ3tggOO2LRzYelsNjaaaapUI1keccDw9Fr3XKSkvFiCc2cS9wTVHB-k_5HRDjfQokx6v28Hlsm-Sk6E&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Griffith Park,"{'lat': 34.1365544, 'lng': -118.2942}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpnjTAVKrqFliTuRbQgq3pcKRmbYwtNSFdRFHBTw7TBabNbyy3ISk1Joo6MQ9R9geOGsph8Cn3XmwtOMnQYEX5O_qGMOUwoqXSTj3uhUKyuOkSmygOgKDzFWQjbsSlAzYJtRJXDtSx-kKJf72gAFMRVVBnIDkg7HYGSgXDIsmd9C6N5&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Universal CityWalk Hollywood,"{'lat': 34.1361697, 'lng': -118.3537322}","['shopping_mall', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqkHDm4q7Hl7mfGKrZTWEKZ7wUdaIHO0ndKXJrzrgvqc1u9W0GNqOepiNpEnPkq8lLsZ1qVIAStptQHUIWFy7cnwj9N7fxlkxVC0g0wJ6UZ1B78kimdV5tbFDBfXhb1wMq-s7tCmdJQ3YFZaJnaYYTE4WRXFNNa-F-FWd-M7EXA5saH&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Getty Villa,"{'lat': 34.0458857, 'lng': -118.5648608}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpagLKLNInMiCOKuRgVSOhGHdYL0_6K09_Lq6ifJJucD1LCSUvHacBPSqcCfZZYCYP9rFVVlDZ_bPC53QDFk2Hy8LbDqv9IHN6853uTsQuHQ3xY_TBNJs-2GLVUOOQkcqhczOzspMQUy3HXpuqc3wkwogaSWzamggCbBiKs2DiGMDiS&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Los Angeles State Historic Park,"{'lat': 34.0682286, 'lng': -118.2318135}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWodTeBDbTjHnlkqUJjJ22XvX0LmrcYsaGhRTPfKv94ZnRkGZ38sd4TaBf0EzJ7vzXPDV0TpRHaqEZgD0IyfJGvIr1qjzOudxWf04dgRjjdPHp3cYU8JDNyZTva00jWi_jnxqsPlia1P0qIw6emsOsvJ5RHGuYh1cH234AIvu4_O9roE&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Natural History Museum of Los Angeles County,"{'lat': 34.0171448, 'lng': -118.2886635}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqXyAx0k2aPH0nSx6JL4rOhc-VVziQuoAo7oUSqh2rfwIC3k-KHB_GnzEgZwcWG2J5yoVeh1V0NzCea4Cz4mi5KGlfLYtIgJkhZD6ueAdsTyVAmn9DfHE0PThuupP4rZO-2I_uZKpK8N2TlNKI9RiMMJXC7nhNNE-fvyFUinWA1RFE&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Dodger Stadium,"{'lat': 34.073851, 'lng': -118.2399583}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWr3UiVLp0srsC7fP7Ikg2NkfKM2RqcfZxWEu7k-zUqEY6lzGj5ClglWAbrFfuzvUF_QZxtwh5myvYKnljSbP06HgV3LqIWCRyDcTfndRG6w9c0xz7-TQfJm_B0XOQ-6a_PlXAj8jZjdYyil6IHkoGNr3P6WP2X0ZHzINWZCDCLt2TUY&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,El Capitan Theatre,"{'lat': 34.10136159999999, 'lng': -118.3399391}","['movie_theater', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWryBqQNA1WIBOlzWnjBM4ZV465_He37pwHDo6C6Cy3Qs5DRDbK5n0VYP754e9j7UGuvA51R1PT9mEkrpRU2P_7sgmcwF0aRE25PFfoPIgQ6rxwO5B2_Y2CeqLggCf9di0MU-7pnTXkmk3TVg8rFhYEAUyTzgQCPzda5bmxyPXCDBCk&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Comedy Store,"{'lat': 34.09514699999999, 'lng': -118.3738937}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,1,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo1xhlP9us3H4SdUcsWlBfBT4QmUV48WTv8hjgnP8G9JpYTiYVKFBHe70EAlzizzEohxNmgu5WqaQ9UxDE8xZ3zQ_l9skJEzmOcK8GQ30X7z5xiLFHmevENS2EZDs1u5zIsOGKV7CJYcbtMeWD4xKD_Plrzx6QCZVKlv6TdosvoZlfK&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Skirball Cultural Center,"{'lat': 34.1249893, 'lng': -118.4791719}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWocqW_JQDjM70pYPyyZohRAzV-guxryHrfe2NieJsxJwXG72Ij5BixIqwM9b2m8mnBioBJhQAfAzfUlrTMVx3TdKA5U5rQ66uN-KdsmIIhd3giiTb3vuc5AeCH33O1hS4vniL9HPhi95dR9HWjmbyWB64JZFgXagOpyMhswbjn973uo&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,"K1 Speed - Indoor Go Karts, Corporate Event Venue, Team Building Activities","{'lat': 33.85748880000001, 'lng': -118.2888454}","['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrImW6iKBxMRRAX97qaDAS19b6iBzpnbWq8CS1oF6Tu1D1v7e2zfC0fQDeiMNOkKCfDO3Y8ym9ho3ZteoklbtN6qBu7Pb7T7E9XxnyGNm0Yk7RmnaTtrFusbLAFxLvUdQdKmUT-IQZ-sAsmSBnjDOb4DZlFaHkjp4T8nBh4d1KfkAM&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Petersen Automotive Museum,"{'lat': 34.06202399999999, 'lng': -118.3613631}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoRQDv2JivY57VGgmI_gOswpK2RIDXKwFEZknBZzHYfn_r8Q2WqjDGi7UsYXiQgwDxhcmvJMbDw5eDs10Ta6H2rcv6Ilt7qDC6zc8XfLFHEccpIdap2Sa_ojRZgMD9y_BAFRw5KRZ-bP38otWTnISqbF7EkHU6sT3f3QbDsQMuvyt1V&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Jet Propulsion Laboratory,"{'lat': 34.2013081, 'lng': -118.1713944}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWprHB28De_cw0wFiXgJCmdMXBJy1ffvV8Z0KtNPf_jU65lv8Ci0yxsXabYTETVCx7vHabbPLr2AkCn0qmfUrP5KN0D87BxTMXWtYbQg-Ee957XlFZaHRAVQi_IwK4hKvWlrRjvcMfz7CFgNohCDG2uJoWlNGmddHZpt37N-WNshqW7W&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,Honda Center,"{'lat': 33.8078476, 'lng': -117.8764687}","['stadium', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpgubZOwZzya3JUSvsfqWn53q5r-Mcn8CBz3CdF100aER-m_0S0miWChACgHqMbE5n57sJtp0oz-aFmAsDJD-5-HHA3WVhZH68yIz9vhA1_hFMw960TnKCDgjlbwDu3N4eHajqJTzY5DH0NNpp-4a7g5vbQY4t5pP1HLiTGq2oQD8p7&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Norteamerica,Estados Unidos,California,The Gardens Casino,"{'lat': 33.83232760000001, 'lng': -118.0801382}","['casino', 'tourist_attraction', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.9,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWptV1JqyQZsgojrp_6Un6RmNcysHv3KAV4ZtPR-4eqpONcKL5vU-YALi7zXpQZYwWAEKqVnhV0-2m_3ltmY4vIY_Ui200ptG6TLnYLfNBF6-VOP13YRYPnKQ5e76R90gSE-hsMHLI-CLC7ycmI1L5txEmdL6A2f6sHT2faJ_2O2R2N7&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
